genotype,environment,predicted,full_nearest_distance,full_nearest_percentile,full_max_training_kernel_similarity,support_group,reliability_state,control_half_width_90,adaptive_half_width_90,calibration_source,control_lower_90,control_upper_90,adaptive_lower_90,adaptive_upper_90,control_rule,adaptive_rule,control_quantile_level,adaptive_quantile_level,calibration_feedback_state,test_year,model,horizon,genotype_support_state,environment_input_state,support_boundary_uses_outcome,observed_values_accessed,observed,official_answer_key_present,control_covered_90,control_interval_score_90,adaptive_covered_90,adaptive_interval_score_90
W10004_0238/PHP02,IAH4_2024,10.2618961334,2.04675273642,0.470588235294,0.932157208319,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,5.91018872185,14.613603545,5.12066677294,15.4031254939,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,12.40867198,True,True,8.70341482315,True,10.28245872096
W10004_0270/PHP02,IAH4_2024,10.6897373199,2.04675273642,0.470588235294,0.932157208319,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,6.33802990837,15.0414447315,5.54850795946,15.8309666804,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,10.61830377,True,True,8.70341482313,True,10.28245872094
W10004_0311/PHP02,IAH4_2024,10.3105239868,2.04675273642,0.470588235294,0.932157208319,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,5.95881657524,14.6622313984,5.16929462633,15.4517533473,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,9.587942526,True,True,8.70341482316,True,10.28245872097
W10004_0346/PHP02,IAH4_2024,10.4836578369,2.04675273642,0.470588235294,0.932157208319,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,6.13195042534,14.8353652485,5.34242847643,15.6248871974,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,11.52135418,True,True,8.70341482316,True,10.282458720969998
W10004_0389/PHP02,IAH4_2024,10.5412197113,2.04675273642,0.470588235294,0.932157208319,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,6.18951229973,14.8929271229,5.39999035082,15.6824490718,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,9.773617504,True,True,8.70341482317,True,10.282458720980001
W10004_0403/PHP02,IAH4_2024,10.2110490799,2.04675273642,0.470588235294,0.932157208319,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,5.85934166832,14.5627564915,5.06981971941,15.3522784404,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,9.155937676,True,True,8.703414823180001,True,10.28245872099
W10004_0409/PHP02,IAH4_2024,10.4460487366,2.04675273642,0.470588235294,0.932157208319,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,6.094341325,14.7977561481,5.30481937609,15.5872780971,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,14.17579536,True,True,8.7034148231,True,10.28245872101
W10004_0412/PHP02,IAH4_2024,10.1060266495,2.04675273642,0.470588235294,0.932157208319,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,5.7543192379,14.457734061,4.96479728899,15.24725601,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,10.79225201,True,True,8.703414823100001,True,10.282458721009998
W10004_0476/PHP02,IAH4_2024,10.3543148041,2.04675273642,0.470588235294,0.932157208319,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,6.0026073925,14.7060222156,5.21308544359,15.4955441646,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,9.655218228,True,True,8.7034148231,True,10.28245872101
W10004_0601/PHP02,IAH4_2024,10.3050765991,2.04675273642,0.470588235294,0.932157208319,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,5.95336918755,14.6567840107,5.16384723864,15.4463059596,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,13.11083081,True,True,8.703414823149998,True,10.282458720960001
W10004_0608/PHP02,IAH4_2024,10.7341766357,2.04675273642,0.470588235294,0.932157208319,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,6.38246922417,15.0858840473,5.59294727526,15.8754059962,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,10.8701679,True,True,8.70341482313,True,10.28245872094
W10004_0637/PHP02,IAH4_2024,10.1950330734,2.04675273642,0.470588235294,0.932157208319,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,5.84332566185,14.546740485,5.05380371294,15.3362624339,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,12.51309352,True,True,8.703414823150002,True,10.282458720960001
W10004_0688/PHP02,IAH4_2024,10.1720428467,2.04675273642,0.470588235294,0.932157208319,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,5.82033543511,14.5237502583,5.03081348619,15.3132722072,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,12.45385017,True,True,8.70341482319,True,10.282458721010002
W10004_0714/PHP02,IAH4_2024,10.3998289108,2.04675273642,0.470588235294,0.932157208319,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,6.04812149926,14.7515363224,5.25859955034,15.5410582713,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,11.69371751,True,True,8.703414823140001,True,10.282458720960001
W10004_0715/PHP02,IAH4_2024,10.4280929565,2.04675273642,0.470588235294,0.932157208319,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,6.07638554497,14.7798003681,5.28686359606,15.569322317,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,12.97800813,True,True,8.70341482313,True,10.28245872094
W10004_0747/PHP02,IAH4_2024,10.7111434937,2.04675273642,0.470588235294,0.932157208319,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,6.35943608208,15.0628509052,5.56991413317,15.8523728541,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,12.03271908,True,True,8.70341482312,True,10.28245872093
W10004_0801/PHP02,IAH4_2024,10.4495735168,2.04675273642,0.470588235294,0.932157208319,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,6.09786610527,14.8012809284,5.30834415636,15.5908028773,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,13.70259596,True,True,8.70341482313,True,10.28245872094
W10004_0858/PHP02,IAH4_2024,10.3010807037,2.04675273642,0.470588235294,0.932157208319,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,5.94937329216,14.6527881153,5.15985134325,15.4423100642,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,10.93694699,True,True,8.703414823140001,True,10.28245872095
W10004_0859/PHP02,IAH4_2024,10.5508079529,2.04675273642,0.470588235294,0.932157208319,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,6.19910054131,14.9025153645,5.4095785924,15.6920373134,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,14.3107433,True,True,8.703414823189998,True,10.282458721000001
W10004_0866/PHP02,IAH4_2024,10.2306833267,2.04675273642,0.470588235294,0.932157208319,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,5.87897591515,14.5823907383,5.08945396624,15.3719126872,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,15.32852039,True,False,23.62600785714998,True,10.282458720960001
W10004_0969/PHP02,IAH4_2024,10.2974395752,2.04675273642,0.470588235294,0.932157208319,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,5.94573216362,14.6491469868,5.15621021471,15.4386689357,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,13.45458097,True,True,8.703414823180001,True,10.28245872099
W10004_1032/PHP02,IAH4_2024,10.4889383316,2.04675273642,0.470588235294,0.932157208319,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,6.13723092003,14.8406457432,5.34770897112,15.6301676921,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,12.93871534,True,True,8.70341482317,True,10.28245872098
B14A/OH43,ILH1_2024,8.51968574524,1.83050123933,0.404411764706,0.945357044003,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,4.16797833367,12.8713931568,3.37845638475,13.6609151057,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,10.50290486,True,True,8.70341482313,True,10.282458720949998
B37/H95,ILH1_2024,8.88258075714,1.83050123933,0.404411764706,0.945357044003,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,4.53087334557,13.2342881687,3.74135139666,14.0238101176,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,7.964781711,True,True,8.70341482313,True,10.28245872094
B73/MO17,ILH1_2024,9.18307113647,1.83050123933,0.404411764706,0.945357044003,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,4.8313637249,13.534778548,4.04184177599,14.324300497,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,12.87148043,True,True,8.703414823100001,True,10.282458721009998
B73/PHK76,ILH1_2024,10.4570627213,1.83050123933,0.404411764706,0.945357044003,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,6.10535530968,14.8087701328,5.31583336077,15.5982920817,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,11.19219733,True,True,8.70341482312,True,10.28245872093
B73/PHN82,ILH1_2024,10.4681892395,1.83050123933,0.404411764706,0.945357044003,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,6.11648182793,14.8198966511,5.32695987902,15.6094186,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,11.94993605,True,True,8.70341482317,True,10.28245872098
B73/PHZ51,ILH1_2024,9.40113544464,1.83050123933,0.404411764706,0.945357044003,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,5.04942803307,13.7528428562,4.25990608416,14.5423648051,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,12.79750333,True,True,8.70341482313,True,10.28245872094
B73/TX779,ILH1_2024,9.4115896225,1.83050123933,0.404411764706,0.945357044003,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,5.05988221093,13.7632970341,4.27036026201,14.552818983,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,2.197263345,True,False,65.95579214177,False,51.74439706119
CG119/CG108,ILH1_2024,8.68033981323,1.83050123933,0.404411764706,0.945357044003,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,4.32863240166,13.0320472248,3.53911045275,13.8215691737,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,4.045682491,True,False,14.362413036340005,True,10.28245872095
CG44/CGR01,ILH1_2024,9.04706573486,1.83050123933,0.404411764706,0.945357044003,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,4.69535832329,13.3987731464,3.90583637438,14.1882950953,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,8.540544797,True,True,8.70341482311,True,10.282458720920001
LH145/LH82,ILH1_2024,7.79967498779,1.83050123933,0.404411764706,0.945357044003,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,3.44796757622,12.1513823994,2.65844562731,12.9409043483,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,9.203276944,True,True,8.70341482318,True,10.28245872099
LH195/MO17,ILH1_2024,9.0517578125,1.83050123933,0.404411764706,0.945357044003,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,4.70005040093,13.4034652241,3.91052845201,14.192987173,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,14.17132528,True,False,24.060615941170003,True,10.28245872099
LH195/PHK76,ILH1_2024,10.3185148239,1.83050123933,0.404411764706,0.945357044003,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,5.96680741234,14.6702222355,5.17728546343,15.4597441844,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,12.76403703,True,True,8.703414823160001,True,10.28245872097
LH195/PHN82,ILH1_2024,10.3274869919,1.83050123933,0.404411764706,0.945357044003,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,5.97577958031,14.6791944035,5.1862576314,15.4687163524,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,12.03197824,True,True,8.70341482319,True,10.282458721
LH195/PHP02,ILH1_2024,10.5010709763,1.83050123933,0.404411764706,0.945357044003,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,6.14936356469,14.8527783878,5.35984161577,15.6423003367,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,11.54920542,True,True,8.703414823110002,True,10.28245872093
LH195/PHZ51,ILH1_2024,9.26068878174,1.83050123933,0.404411764706,0.945357044003,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,4.90898137017,13.6123961933,4.11945942125,14.4019181422,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,11.12119046,True,True,8.70341482313,True,10.28245872095
LH244/MO17,ILH1_2024,8.88445854187,1.83050123933,0.404411764706,0.945357044003,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,4.5327511303,13.2361659534,3.74322918138,14.0256879024,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,14.61540254,True,False,36.28814655509999,False,22.076751473020003
LH244/PHK76,ILH1_2024,10.2146663666,1.83050123933,0.404411764706,0.945357044003,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,5.862958955,14.5663737781,5.07343700609,15.3558957271,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,12.52646566,True,True,8.7034148231,True,10.28245872101
LH244/PHN82,ILH1_2024,10.2306642532,1.83050123933,0.404411764706,0.945357044003,WITHIN_TRAINING_NN_ENVELOPE,RETAIN_SUPPORTED,4.35170741157,5.14122936049,SUPPORT_GROUP_CHRONOLOGICAL_2016_2021,5.87895684166,14.5823716648,5.08943489275,15.3718936137,FROZEN_B11_90,ONE_SIDED_CLUSTER_DRIFT_GUARD_90,0.9,0.951281331718,NO_2023_FEEDBACK_AVAILABLE_CARRY_FORWARD_2022_DRIFT_STATE,2024,G+E_T1,T1_30DAP,SUPPORTED_FROZEN_B5_GENOME,SUPPORTED_T1_CONTEXT,False,False,12.65126491,True,True,8.703414823140001,True,10.28245872095
